article,best_available_tier,rendered_tier_before,rendered_tier_after,action,at_best_tier,source_file
ijs/content/58/1/34,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/6198c381617a154fa1fd4dc108657ad5d136f083.00012845.html
ijs/content/58/1/40,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a533196378107dd50135cee89f3183163b9ef319.00012846.html
ijs/content/58/1/45,tier3-abstract,missing,tier3-abstract,abstract,yes,html/06b3aab5b6510db2ff4b347e03cfca875d6b4593.00012848.html
ijs/content/58/1/5,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3320f51f1cfeb218b6a7f2fd9033a039e9f8f7b3.00012850.html
ijs/content/58/1/50,tier3-abstract,missing,tier3-abstract,abstract,yes,html/55f1bde220ad110da86ec2a903f85c7f3a8c2826.00012851.html
ijs/content/58/1/53,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8424deb245bd8844dd7d82eaf3b58e3931fd276e.00012852.html
ijs/content/58/1/57,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/afbff71d3bf0083f67beedf86ba659ef986ba125.00012854.html
ijs/content/58/1/6,tier1-full,tier4-stub,tier1-full,rebuilt-full,yes,html/8ab94f4252961e7d64e48fe0b2e5ab114ed270d7.00012856.html
ijs/content/58/1/61,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/e119be5b8b36e3f1e79a85f476eb40b55c9c617e.00012857.html
ijs/content/58/1/68,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f06c8cfab123e9b09b730765bc3e8efec5b5eda9.00012858.html
ijs/content/58/1/73,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/cc60bf88a8e5926e84bf1c521fd985b9d426a008.00012861.html
ijs/content/58/1/78,tier3-abstract,missing,tier3-abstract,abstract,yes,html/214e58caf0bc2d00e1d9521aa7ef700afbb372f7.00012862.html
ijs/content/58/1/84,tier3-abstract,missing,tier3-abstract,abstract,yes,html/26cd63cdd1fc3b781c93196ef689b6d0107523c2.00012863.html
ijs/content/58/1/89,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0172d9557b77f030ea4c019753970dec3047d50c.00012865.html
ijs/content/58/1/93,tier3-abstract,missing,tier3-abstract,abstract,yes,html/9aa40b70ae842102e1c5e4531ce02274d01118c1.00012866.html
ijs/content/58/1/97,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0a4f0279ab547ccad809990fb89059c15352c4ad.00012867.html
ijs/content/58/10/2247,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e77854bc677bb097aba0c8ef3f8af244850c2318.00012659.html
ijs/content/58/10/2249,tier3-abstract,missing,tier3-abstract,abstract,yes,html/bcb03139366ae69acd794aa1f64c8a97593e8280.00012660.html
ijs/content/58/10/2253,tier3-abstract,missing,tier3-abstract,abstract,yes,html/604461044a62176263752419e12e801b31e6097b.00012661.html
ijs/content/58/10/2258,tier3-abstract,missing,tier3-abstract,abstract,yes,html/cb0dc695bcf23c1d78fb2f9fbaf22995d4e8a934.00012662.html
ijs/content/58/10/2266,tier3-abstract,missing,tier3-abstract,abstract,yes,html/9cda0508e49ee66ef53ec037163bfb0a68589ca7.00012663.html
ijs/content/58/10/2271,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b644524e53594c491a406920a896db1bc3d6278e.00007707.html
ijs/content/58/10/2275,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/3ce42fa48cb13007d9a35b0797b26a50359bcf95.00012666.html
ijs/content/58/10/2282,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ace72a323290c9e1cec78562b287e552a887afad.00012668.html
ijs/content/58/10/2287,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/73abe9dd074c06e478494ce006253f4e2383b414.00012670.html
ijs/content/58/10/2292,tier3-abstract,missing,tier3-abstract,abstract,yes,html/90e4a2b02dac0731eddd9f7f68f3bfdd0d784eab.00012671.html
ijs/content/58/10/2297,tier3-abstract,missing,tier3-abstract,abstract,yes,html/dad32cbe07331ea19e7e51b65681418b475303cd.00012673.html
ijs/content/58/10/2301,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e67d398508fcc446a5e5e8b91de8238b4043d652.00012675.html
ijs/content/58/10/2305,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3ade8065383859b5eff8d501160ad5adcd805e1b.00012676.html
ijs/content/58/10/2309,tier3-abstract,missing,tier3-abstract,abstract,yes,html/32abdae9a5420c49ff2df9a7ffb94a35f78d4852.00012677.html
ijs/content/58/10/2316,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b220ca36d9330a54c854c83a77aa55883f7f6154.00012679.html
ijs/content/58/10/2321,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/3e9fe11cbfead4dec4dff54783412e1399df45f2.00012681.html
ijs/content/58/10/2324,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4e71317c34addc05bcf0efe287b8a7243ab64a1d.00007718.html
ijs/content/58/10/2330,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/ff85d50a1a1de0e030d6d09de3aca7fe82dc7d26.00012682.html
ijs/content/58/10/2336,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ac6edd98fcde2ab660a39b95acfa4ea2c8aa65e3.00012684.html
ijs/content/58/10/2342,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7531000cef1c0348b44b39af80413515ac09094e.00012686.html
ijs/content/58/10/2348,tier3-abstract,missing,tier3-abstract,abstract,yes,html/1ca88b7f2c8456b0c223f0341e6efe950a941a8c.00012688.html
ijs/content/58/10/2354,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/f46d2422e3d8fecadec97f596fa009800bff8357.00012689.html
ijs/content/58/10/2359,tier3-abstract,missing,tier3-abstract,abstract,yes,html/1623310d7154bbe9c541470ced11bfbd16498ed8.00012691.html
ijs/content/58/10/2363,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8e0172d62a943e5b078540d894885fcae3dc1f1e.00012692.html
ijs/content/58/10/2368,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3ebeb4acbd39773dda314f6f77a2009f160ee5a3.00012694.html
ijs/content/58/10/2378,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f9d9557dc76f038e6818810a97845d66ad7bf185.00012696.html
ijs/content/58/10/2384,tier3-abstract,missing,tier3-abstract,abstract,yes,html/52f99c687e4d9e1b6596838ce03496771d718c72.00012698.html
ijs/content/58/10/2389,tier3-abstract,missing,tier3-abstract,abstract,yes,html/c8916c81aafef57828611d9781a3883d06e23986.00012699.html
ijs/content/58/10/2393,tier3-abstract,missing,tier3-abstract,abstract,yes,html/6526a61d381df4a06c8267b34832cf73af0340b4.00012701.html
ijs/content/58/10/2398,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0b0206ab8504a7b7ae74b8946c0667dd411bca49.00012702.html
ijs/content/58/10/2403,tier3-abstract,missing,tier3-abstract,abstract,yes,html/87a15d667b2b8a13e684e479a29e8b0dd12c5423.00012704.html
ijs/content/58/10/2409,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ab29a769723d91cef4cb1701c3c97bcc934d2933.00012705.html
ijs/content/58/10/2415,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/9627e8cbec25b0761f951cca1497cd1611261815.00012707.html
ijs/content/58/10/2420,tier3-abstract,missing,tier3-abstract,abstract,yes,html/57c6c9c309e58a23d275e222faff7e0b25e3c74e.00012708.html
ijs/content/58/10/2425,tier3-abstract,missing,tier3-abstract,abstract,yes,html/66880358c7235b5a9875d8df0203a6219ed94079.00012709.html
ijs/content/58/10/2429,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7f131f2697e2bff9f69ffb53770621010745afb0.00012710.html
ijs/content/58/10/2433,tier1-full,missing,tier1-full,rebuilt-full,yes,html/134e89180307fd127012bff4ec297344bb7a6d39.00012711.html
ijs/content/58/10/2439,tier3-abstract,missing,tier3-abstract,abstract,yes,html/86d01bc525e0000caf4eb755a65a91b441534c55.00012714.html
ijs/content/58/10/2443,tier3-abstract,missing,tier3-abstract,abstract,yes,html/6ea8913a3f991a719e0fd4cb58ab67a34ad5e7fe.00012715.html
ijs/content/58/10/2447,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/b2c338c2f5329fee2666ac97b8c42233b24d13b5.00012717.html
ijs/content/58/10/2454,tier3-abstract,missing,tier3-abstract,abstract,yes,html/407687a041ca59b68a3183b2c927a4e184092c94.00012719.html
ijs/content/58/10/2459,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a6cc78afc0857baf1978c4f460045dfc56f49d98.00007743.html
ijs/content/58/10/2465,tier3-abstract,missing,tier3-abstract,abstract,yes,html/fa28f1957f8785cdcbf7f9e494bbce4f3c0687b0.00012722.html
ijs/content/58/10/2468,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ff8b76050ae512d87487804553eb9ca29fdf18d7.00012723.html
ijs/content/58/11/2471,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/58/11/2473,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/9d045115728d986ac350d549e398f2ff6416a621.00023347.pdf
ijs/content/58/11/2475,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/e4310cc2b24bc413992cbf61fe8d64900682db2e.00012732.html
ijs/content/58/11/2484,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3e48eb202679c2b77b34a8eb2429ed590f4ff4ec.00007751.html
ijs/content/58/11/2491,tier3-abstract,missing,tier3-abstract,abstract,yes,html/5b475821f2ed91fcd0339d6e55ac9791c48e11a1.00012734.html
ijs/content/58/11/2501,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0cf11725260cd29017cd4e5f0bbcf145e8af590e.00012736.html
ijs/content/58/11/2505,tier3-abstract,missing,tier3-abstract,abstract,yes,html/84877fa640e0c31d1950d87acf49cc945c642b37.00007756.html
ijs/content/58/11/2511,tier3-abstract,missing,tier3-abstract,abstract,yes,html/c2936a8316efb611fd262018ebca7ac36e8a5f35.00012737.html
ijs/content/58/11/2520,tier3-abstract,missing,tier3-abstract,abstract,yes,html/fd8fa6e3241e451ef5ca844374c4f087040e854f.00012738.html
ijs/content/58/11/2525,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/725feff75d97721fdff12b01324da1419412fe27.00012739.html
ijs/content/58/11/2529,tier3-abstract,missing,tier3-abstract,abstract,yes,html/692b4b7ae439d31a5f16e3cef5218c17956f7533.00012740.html
ijs/content/58/11/2536,tier3-abstract,missing,tier3-abstract,abstract,yes,html/d35a08f6da0d6ffe8ae034d83e35ac5279d081eb.00007761.html
ijs/content/58/11/2541,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/b64638cbb3cf8e1dd3338e824d77298eb1f7f947.00012741.html
ijs/content/58/11/2549,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/256c0cbb7f7afc75ba85fd239881408307404e1d.00012742.html
ijs/content/58/11/2560,tier4-stub,missing,tier4-stub,stub,yes,html/8328dbd1286e41940299750e621730b48138b126.00012743.html
ijs/content/58/11/2565,tier3-abstract,missing,tier3-abstract,abstract,yes,html/073e34d82ca59ea3ee7c7a1fc042af7de143118f.00012744.html
ijs/content/58/11/2574,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2f994d1282d7c4fc0680e4e3ef79b3212198c136.00012745.html
ijs/content/58/11/2579,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/58/11/2582,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0e51725c73cf96516f7a545d30b7661c8978ad3c.00012746.html
ijs/content/58/11/2589,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7a16cd6861792e3e24d72c0fe663b5ebb3eb5405.00007766.html
ijs/content/58/11/2597,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/f7bddd324bcb8419c17b5d711f07212cfbdcf92b.00012747.html
ijs/content/58/11/2602,tier3-abstract,missing,tier3-abstract,abstract,yes,html/26f6a0fed5fd10da9654bcc0bf12d2d4a05a2043.00012748.html
ijs/content/58/11/2610,tier3-abstract,missing,tier3-abstract,abstract,yes,html/525c55f8be39312c784cbf062f49491b992d4f3f.00012749.html
ijs/content/58/11/2629,tier3-abstract,missing,tier3-abstract,abstract,yes,html/33990c42b71a2fa092cdddef1f505bfcbe02d24b.00012750.html
ijs/content/58/11/2635,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/8e2331b91fc36a89a147b614c2e5c7c13293ca4b.00029112.html
ijs/content/58/11/2640,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f507aa392cfb96f710ac32b4281143cfc9c77b56.00012751.html
ijs/content/58/11/2646,tier3-abstract,missing,tier3-abstract,abstract,yes,html/bade12fdea57ce552aec6b744ecfbeb9fef6a2dc.00012753.html
ijs/content/58/11/2665,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/175256b205b07c3aab08434355c265f748e91f12.00012754.html
ijs/content/58/11/2672,tier4-stub,missing,tier4-stub,stub,yes,html/288b15ba91a55eb04e08314d57e23c74f96e4a3c.00012756.html
ijs/content/58/11/2673,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3ce030e7970c1a3648dd8f56f75b331c6bb3e7c2.00012757.html
ijs/content/58/12/2677,tier3-abstract,missing,tier3-abstract,abstract,yes,html/509ef8887bbb2fb63d203c626204eef61113d680.00012788.html
ijs/content/58/12/2694,tier1-full,missing,tier1-full,rebuilt-full,yes,html/b3659b77432c4a2795d8e2053a3d38b5cf51e47d.00012789.html
ijs/content/58/12/2699,tier3-abstract,missing,tier3-abstract,abstract,yes,html/bdffef2b3bc7a3c3467f4f51a638646f15921cd4.00012790.html
ijs/content/58/12/2704,tier2-pdf,missing,tier2-pdf(abstract+pdf),summarized-pdf,no,html/c5521d1855c9b3c8bc459d255754f7063ef448ee.00012792.html
ijs/content/58/12/2710,tier3-abstract,missing,tier3-abstract,abstract,yes,html/af84ea7233e5af2956acaac2b5d57b1f3c62faa5.00012793.html
ijs/content/58/12/2716,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/1e21294a202a77cc8e0ca16b6dff812405c5be60.00029128.html
ijs/content/58/12/2721,tier1-full,missing,tier1-full,rebuilt-full,yes,html/d3f384af132cd46682e77c8d3e957f708316be5f.00012794.html
ijs/content/58/12/2726,tier3-abstract,missing,tier3-abstract,abstract,yes,html/480e8e3c8fdcf724fb1f43a570afb558d063de82.00007799.html
ijs/content/58/12/2734,tier3-abstract,missing,tier3-abstract,abstract,yes,html/88ce79391efdda23cf8f9009b48712a30a22f28b.00012796.html
ijs/content/58/12/2755,tier1-full,missing,tier1-full,rebuilt-full,yes,html/bf7e4c4283f5a1188ddd773f88c74bcc450b8c9b.00012797.html
ijs/content/58/12/2769,tier3-abstract,missing,tier3-abstract,abstract,yes,html/5c2a89c85b2a52e9eba3f7159f4b03bed547e9d5.00012798.html
ijs/content/58/12/2774,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ad819671b8313d4d7fa32322a17b7188033ebb85.00012799.html
ijs/content/58/12/2788,tier3-abstract,missing,tier3-abstract,abstract,yes,html/9d5686c452b6f9d4f4599205f8ea18ed742a7327.00012800.html
ijs/content/58/12/2799,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/6a10a40fb133bbb9cff68510991991be2cf9d1f4.00012801.html
ijs/content/58/12/2803,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4fc0ef100f5cdbd3577c8de3f87c36cd66830e48.00012802.html
ijs/content/58/12/2807,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3111900f8f09958890daf874fbb01540fa700abd.00012803.html
ijs/content/58/12/2812,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/72118be3955f3ce55e240803de12d6811ae3f558.00012804.html
ijs/content/58/12/2815,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/6e97402c0d5cc611b92589d38d8a93089931a900.00012805.html
ijs/content/58/12/2828,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3ace3c30b15f8a443b383af9223b5409575b514b.00012806.html
ijs/content/58/12/2833,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/4d5a8886c885cfdfc8ae30ecca9dd1df7f8318d4.00029133.html
ijs/content/58/12/2839,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/d68023261754f65df1c9296a231ee9bfd421baa5.00012807.html
ijs/content/58/12/2850,tier3-abstract,missing,tier3-abstract,abstract,yes,html/de9e10e011d59bd2c6a3687154e8ea2043c4c6ec.00012808.html
ijs/content/58/12/2859,tier3-abstract,missing,tier3-abstract,abstract,yes,html/48298eeaac5bff7850a96368c0e4361822aa0b7e.00012809.html
ijs/content/58/12/2866,tier3-abstract,missing,tier3-abstract,abstract,yes,html/24ba48ce41fb2eafa2679a7c551f2414c6b17c4d.00012810.html
ijs/content/58/12/2871,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4f74bd37d5d934c013e76dab7bd67184a02429b4.00012811.html
ijs/content/58/12/2876,tier3-abstract,missing,tier3-abstract,abstract,yes,html/40ce8944f24f70fc72c662917a7fc284463cc122.00012812.html
ijs/content/58/12/2880,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b14945ad77c93211a7ce70234a9bf3a6eb2a2824.00012813.html
ijs/content/58/12/2885,tier3-abstract,missing,tier3-abstract,abstract,yes,html/eddf8bdbf4d9d8026ed39faaa0524253e2f4bb18.00012814.html
ijs/content/58/12/2890,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/9712e8118651c3c68bc121db3fc46ea59cbfb571.00023410.pdf
ijs/content/58/12/2898,tier3-abstract,missing,tier3-abstract,abstract,yes,html/86bd8d47277f4801d076d6ada8a2901f54aa0f4b.00012815.html
ijs/content/58/12/2904,tier3-abstract,missing,tier3-abstract,abstract,yes,html/4c9949d42b0696bb25f5a08d4961123b2584ef48.00012816.html
ijs/content/58/12/2909,tier3-abstract,missing,tier3-abstract,abstract,yes,html/806cd6a7b2879ac95239b65d63cf6e8f674482bf.00012817.html
ijs/content/58/12/2925,tier3-abstract,missing,tier3-abstract,abstract,yes,html/ab96c8b9ef2178146736f6fefd475547a49af771.00012819.html
ijs/content/58/12/2935,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b21d6e5ed5922b1068b3df057635d020950d132e.00012820.html
ijs/content/58/12/2945,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3998398fc10598f346d290613406ec1ed09b7b95.00012821.html
ijs/content/58/2/313,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8b26346d847013f30c51db720bf44b733a75c450.00012868.html
ijs/content/58/2/315,tier3-abstract,missing,tier3-abstract,abstract,yes,html/04df7efc21db74c2afc35ffa6d0967bbffb6c461.00012869.html
ijs/content/58/2/319,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/cd4ef103b8be600d0d52631533fe47578ff6841e.00012870.html
ijs/content/58/2/324,tier1-full,missing,tier1-full,rebuilt-full,yes,html/38af7316ca4d63ff42c90c4f32085c2119eec384.00012872.html
ijs/content/58/2/337,tier3-abstract,missing,tier3-abstract,abstract,yes,html/def1370ed385a9f4b8125158d83bf15f37ab4c0c.00012873.html
ijs/content/58/2/341,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b1634aa6e21bf4298c28a8444fa0d7bf803aa688.00012874.html
ijs/content/58/2/346,tier3-abstract,missing,tier3-abstract,abstract,yes,html/abb55bb7e67c785adee8b23b0e74cb696ed578db.00012875.html
ijs/content/58/2/353,tier3-abstract,missing,tier3-abstract,abstract,yes,html/2cd784c0a3c6710492a6fd01cdb9f8252055345b.00012876.html
ijs/content/58/2/357,tier3-abstract,missing,tier3-abstract,abstract,yes,html/50ab499d61e054c3de1d1c7714425c56c137bdcd.00012878.html
ijs/content/58/2/365,tier3-abstract,missing,tier3-abstract,abstract,yes,html/8b59e45dfd7af694c64be051326fcdc17e6ad95f.00012880.html
ijs/content/58/2/370,tier3-abstract,missing,tier3-abstract,abstract,yes,html/240a46f620ecbb4b6103b2b0035e9938bb0ddbd0.00012881.html
ijs/content/58/2/375,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/c1e1ba5b8a90bb120aa28d65dab36cf165c3d3d9.00012883.html
ijs/content/58/2/383,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/b0d9e888f73a1c54c6c4e002b5ae1b3745138155.00012884.html
ijs/content/58/2/387,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a2a9d2764135b8ae817112f5801daab8690510b9.00012885.html
ijs/content/58/2/393,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/e73b1719b4b574031eaf49ea6e8861ee147044ef.00012887.html
ijs/content/58/2/398,tier1-full,missing,tier1-full,rebuilt-full,yes,html/923a72e41a0702a54881b95e932878b8e37fd195.00012889.html
ijs/content/58/2/404,tier3-abstract,missing,tier3-abstract,abstract,yes,html/31b019c5c05729b467c1f13a104a7ad01b898c97.00012891.html
ijs/content/58/2/408,tier3-abstract,missing,tier3-abstract,abstract,yes,html/cd155744228ec570e4ff4e898e00b529135efae3.00012893.html
ijs/content/58/2/414,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/a942aa540b53816e9a80f1fa39baac0df8a37ede.00012894.html
ijs/content/58/2/420,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/9d03e1c874b0449cac56fbe08b41dd051809f7ac.00012896.html
ijs/content/58/2/424,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a291867507c8f57b7446c8a57dde5f071fb269b3.00012897.html
ijs/content/58/2/429,tier3-abstract,missing,tier3-abstract,abstract,yes,html/33db9f2b6bd3244ff6633b06a75641067d26592d.00012898.html
ijs/content/58/2/434,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0f4d76b679d921910a14c525a00037f114f6a5e2.00012900.html
ijs/content/58/2/438,tier3-abstract,missing,tier3-abstract,abstract,yes,html/f36d863c6058f61e81bfa32dcd4f8d660f9d98e2.00012901.html
ijs/content/58/2/443,tier3-abstract,missing,tier3-abstract,abstract,yes,html/face26c726a9b4cf856c506aa5d373647fb30f52.00012902.html
ijs/content/58/2/447,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/a95e2ce45de4798d77825274532a00e5908b5b80.00012903.html
ijs/content/58/2/461,tier1-full,tier1-full,tier1-full,rebuilt-full,yes,html/947e31c92f5408dbbfb3ae5a007d2ee47db15171.00012905.html
